x,y
"IT Project Manager Manajer/Asisten Manajer Sarjana (S1) Penuh Waktu Asuransi kesehatan;Olahraga (contoh: pusat kebugaran);Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) KUALIFIKASI:Maksimal 40 tahunS1/S2 Ilmu KomputerMempunyai kemampuan komunikasi yang baikMemiliki pengalaman pekerjaan minimal 3 tahun di pengemangan software/game dengan level staff atau supervisorMemiliki pengalaman 1 tahun di bidang IT Project ManagerFamiliar dengan penggunaan berbagai bahasa pemrograman dan/atau database toolsMemahami System Development Life Cycle, serta system analysis and designMemiliki kemampuan komunikasi dan leadership yang baikMemiliki pengalaman di bidang industri app development dan/atau game development akan menjadi nilai tambahMemiliki sertifikasi Project Management Profesional akan menjadi nilai tambahBisa berkomunikasi dengan bahasa englishBisa berdomisili dimana aja dengan catatan: Mempunyai konek internet yang cukup memadai untuk bekerja.Memiliki tempat bekerja yang memadaiDapat bergabung di bulan Februari 2022TUGAS DAN TANGGUNG JAWABMemimpin dan memotivasi tim untuk bekerja lebih baikMemastikan bahwa seluruh project berjalan sesuai dengan rencana (sesuai timeline, budget, dan ruang lingkup pekerjaan)Memastikan dan mengalokasikan sumber daya manusia (internal)Memantau perkembangan beberap project sekaligusIkut memantau dan terlibat dalam segala perubahan project (ruang lingkup, timeline, SDM)Mengukur keberhasilan project (berdasarkan tim dan hasil)Berkoordinasi dengan seluruh anggota tim untuk memastikan project selesai dengan baik.Menjaga hubungan baik dengan pimpinan perusahaan, investor dan semua stakeholderMembuat laporan dan dokumentasi project secara komprehensif ","{
  ""required_skills"": [
    ""Project Management Profesional"",
    ""Sistem Analisis dan Desain"",
    ""Pengalaman IT Project Manager"",
    ""Pengalaman pengemangan software/game"",
    ""Pengalaman di bidang industri app development dan/atau game development"",
    ""Kemampuan komunikasi dan leadership yang baik"",
    ""Bahasa Inggris"",
    ""Pengalaman minimal 3 tahun di bidang IT"",
    ""Pengalaman 1 tahun di bidang IT Project Manager"",
    ""Penggunaan berbagai bahasa pemrograman dan/atau database tools"",
    ""Pengalaman memimpin dan memotivasi tim"",
    ""Pengalaman memantau perkembangan beberap project sekaligus"",
    ""Pengalaman membuat laporan dan dokumentasi project"",
    ""Pengalaman berkomunikasi dengan bahasa Inggris""
  ]
}"
"Recruitment Staff Lulusan baru/Pengalaman kerja kurang dari 1 tahun Sarjana (S1) Penuh Waktu Asuransi kesehatan;Waktu regular, Senin - Jumat;Uniform JOB DESCRIPTION:Posting Job Vacancy in job portals & LinkedInSource candidates from various channels (job fairs, job portals, LinkedIn, Campus visits & Headhunters)Conduct end-to-end hiring process (sourcing, interviewing, scheduling the interview with the hiring manager, conducting the psychological test, and scheduling for medical check-up)Maintain the recruitment reportSupport General Human Capital ProgramsREQUIREMENTS:Maximum age 27 years oldMust possess at least Bachelor's Degree in Psychology or Human Resources Management from reputable universityMinimum GPA 3,50 out of 4,00Entitled as the Best Graduate from any university, or Achieved 1st, 2nd, 3rd Place in a national level competitionHave a good interpersonal skillHaving abilities in Psychological Assessment Tools and Behavioral Event Interview (BEI)Having experience for recruiting supervisor level until manager levelAt least 2 year(s) of working experience in the related field, preferably in Manufacturing CompanyWilling to be placed in Margomulyo, Tandes - Surabaya ","{
  ""required_skills"": [
    ""Recruitment"",
    ""Sourcing"",
    ""Interviewing"",
    ""Time Management"",
    ""Communication"",
    ""Interpersonal Skill"",
    ""Psychological Assessment"",
    ""Behavioral Event Interview (BEI)"",
    ""Data Analysis"",
    ""Report Writing"",
    ""Team Management"",
    ""Leadership"",
    ""Problem Solving"",
    ""Adaptability"",
    ""Psychology"",
    ""Human Resources Management"",
    ""GPA Management"",
    ""Competition Analysis"",
    ""Recruitment Report Management"",
    ""General Human Capital Programs""
  ]
}"
"ASSOCIATE & SENIOR ASSOCIATE (MEDAN,SEMARANG,SURABAYA,BANDUNG,MAKASAR) Pegawai (non-manajemen & non-supervisor) Tidak terspesifikasi Penuh Waktu Tip;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);Commission, Bonus per Quartal, Bonus Trip Deskripsi Pekerjaan :Sudah pernah mendengar tentang Pruventure? Belum, yuk sini kami jelaskan, barang kali kamu adalah salah satunya.Pruventure adalah sebuah program incubasi diinisasi oleh Prudential Hong Kong, berfungsi membantu mengembangkan bakat, minat, dan wawasan wirausaha generasi muda.Program dirancang selama 12 bulan dengan pendampingan komprehensif dan terukur, sehingga diharapkan mampu membentuk generasi muda yang tangguh, berani menghadapi tantangan, dan menguasai skill untuk tumbuh dan berkembang.Kapan lagi kamu berkesempatan keluar dari rutinitasmu yang menjemukan dan mendapatkan potensi peluang karier yang lebih gemilang?Yuk ikuti program Pruventure, kamu bisa memilih peran sebagai Associate atau Senior Associate.Kamu bisa mendapatkan berbagai bonus, keuntungan, bahkan pendapatan bulanan. Kamu juga bisa mendapatkan pendampingan dari mentor berpengalaman.Apa yang bakal kamu dapatkan?Keuntungan :Pendidikan dan pelatihan 12 bulanMentoring, coaching, dan supportsystemKomisi atas penjualanBonus produksi, konsistensi, graduationBonus trip ke luar negeriBonus bulanan hingga 10 juta (senior associate) dan 6 juta (associate)Bonus kelulusan programKamu tahu? Sudah banyak sekali new leader yang terbentuk dari program ini. Tidakkah kamu ingin menjadi salah satunya?Ada banyak sekali yang menawarkan program seperti Pruventure, tetapi yang memberikan benefit seperti pruventure sepertinya tidak ada.Kamu tahu, program sejenis biasanya hanya merekruit agen, sehingga komisi yang didapatkan hanya berdasarkan penjualan saja. Tetapi Pruventure memberikan kesempatan berbeda untuk Anda!Berikut Kualifikasi (Kriteria Kandidat) :a. Usia 25 – 40 tahunb. Minimal D3c. Pengalaman kerja 3 tahund. Berani menerima tantangan, attitude baik, dan bekerja sama dalam time. Punya komunikasi yang baikf. Penghasilan sebelumnya 5 juta/bulanYuk daftarkan diri Anda! raih kesempatan untuk bisa mengembangkan karier ke tingkat yang lebih tinggi lagi!informasi lebih lanjut, kontak kami di :Contact Person : 085852109027 (Lia)IG : Newgenleader.officialLink : https://bit.ly/menjemputsukses ","{
  ""required_skills"": [
    ""Communication skills"",
    ""Teamwork"",
    ""Problem-solving"",
    ""Adaptability"",
    ""Leadership"",
    ""Time management"",
    ""Marketing"",
    ""Sales"",
    ""Customer service"",
    ""Coaching"",
    ""Mentoring"",
    ""Financial management"",
    ""Business development""
  ]
}"
"Sales Executive Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) Tentang majoomajoo Teknologi Indonesia adalah salah satu perusahaan yang bergerak di bidang aplikasi wirausaha lengkap mulai dari pengelolaan penjualan,pelanggan, pembayaran, inventori, keuangan, karyawan sampai dengan pembiayaan usaha. Saat ini majoo sedang mencari Sales Executive untuk ditempatkan di Pontianak dengan kualifikasi dan deskripsi pekerjaan sebagai berikut.Deskripsi PekerjaanMengumpulkan daftar merchant potensialMeningkatkan penjualan secara efektif (direct selling/ meeting)Melakukan demonstrasi produk berdasarkan kebutuhan merchant (edukasi dan instalasi aplikasi Majoo)Berkoordinasi dengan atasan dan divisi terkait (terkait pembayaran)Penempatan PontianakKualifikasiPendidikan minimal SMA atau sederajatMemiliki pengalaman kerja di bidang sales minimal 1 tahunUsia maksimal 35 tahunMemiliki kendaraan pribadi dan SIM-C (minimal)Aktif dalam komunitas atau organisasi akan menjadi nilai tambahKomunikatif, bisa bekerjasama dalam tim, dan menyukai bekerja di lapanganMempunyai smartphone android dan aktif dalam bersosial mediaKompensasi dan BenefitBPJS Kesehatan dan KetenagakerjaanInsentifJam kerja yang fleksibelFasilitasTools Kit (Tablet, brosur, bluetooth printer, dan lanyard) ","{
  ""required_skills"": [
    ""Sales"",
    ""Communication"",
    ""Teamwork"",
    ""Problem-solving"",
    ""Time management"",
    ""Adaptability"",
    ""Flexibility"",
    ""Digital literacy"",
    ""Social media marketing"",
    ""Public speaking"",
    ""Demonstration and presentation"",
    ""Product knowledge"",
    ""Customer service"",
    ""Data entry and management"",
    ""Basic computer skills"",
    ""Android smartphone operation"",
    ""SIM-C (driving license)"",
    ""Vehicle ownership""
  ]
}"
"Lowongan WEB Designer Pegawai (non-manajemen & non-supervisor) Tidak terspesifikasi Temporer Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi);Gaji persesion Keuntungan :Lingkungan kerja yang nyamanPelatihan kemampuan Soft SkillWaktu penggajian setiap pekanTanggung jawab pekerjaan :Membuat dan me-maintain website bimbel untuk keperluan SEO serta iklan di social media.Membuat desain dan konten untuk website perusahaan.Membuat strategi serta inisiatif digital marketing agar dapat meningkatkan performa website Bimbel.Berperan aktif dan bekerjasama dengan divisi lain yang berkaitan dengan website.Kualifikasi :Pendidikan minimal SMA/SMK (Teknik Informatika dan Jaringan)Usia maksimal 30 tahun.Menguasai wordpress, HTML, CSS, Java Script, php dan bahasa pemrograman lain.Memiliki kreatifitas tinggi dalam mengembangkan website.Diutamakan memiliki pengalaman di bidangnya.Menguasai program design Adobe (Illustrator, Photoshop, Premier, etc) menjadi nilai tambah.Mampu bekerjasama dengan tim.Jujur, ramah, bertanggung jawab dan mudah beradaptasi dengan lingkungan serta komunikatif. ","{
  ""required_skills"": [
    ""WordPress"",
    ""HTML"",
    ""CSS"",
    ""JavaScript"",
    ""PHP"",
    ""Pendidikan SMA/SMK (Teknik Informatika dan Jaringan)"",
    ""Kreativitas tinggi dalam mengembangkan website"",
    ""Adobe Illustrator"",
    ""Adobe Photoshop"",
    ""Adobe Premiere"",
    ""Kemampuan bekerjasama dengan tim"",
    ""Jujur"",
    ""Ramah"",
    ""Bertanggung jawab"",
    ""Mudah beradaptasi dengan lingkungan"",
    ""Komunikatif""
  ]
}"
"Cook Lulusan baru/Pengalaman kerja kurang dari 1 tahun SMA, SMU/SMK/STM Kontrak Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) Deskripsi Pekerjaan1. Usia maksimal 30 tahun2. Pendidikan minimal SMA sederajat3. Diutamakan yang berpengalaman di restoran Pizza (Pizza Hut, Dominos, Marzzano, dll)4. Bersedia bekerja shifting5. Penempatan untuk : Bali, Lampung, Palembang, Yogyakarta6. Pelamar yang diutamakan yang sudah melakukan vaksin covid19, minimal dosis pertama7. Benefit : Gaji pokok, BPJS Kesehatan, BPJS Ketenagakerjaan ","{
  ""required_skills"": [
    ""Cooking"",
    ""Teamwork"",
    ""Time management"",
    ""Communication"",
    ""Problem-solving"",
    ""Adaptability"",
    ""Flexibility"",
    ""Basic math"",
    ""Attention to detail"",
    ""Physical stamina"",
    ""Shift work"",
    ""Vaccination knowledge""
  ]
}"
"Supervisor Keselamatan / HSE Supervisor/Koordinator Tidak terspesifikasi Penuh Waktu Tip;Jam Bekerja yang Panjang;Formil (contoh: Kemeja + Dasi) usia minimal 25 tahun dan maksimal 40 tahunPendidikan minimal D4 Keselamatan dan Kesehatan Kerja atau S1 Kesehatan MasyarakatPengalaman kerja minimal 3 tahun dibidangnyaMempunyai minimal Sertifikat Ahli K3 Umum (AK3U)Mampu mengoperasikan Ms. Office, Coreldraw atau Photoshop dan VisioMemiliki jiwa leadershipsehat jasmani dan rohaniSiap Bertugas (Dinas Luar) dimanapun sesuai kebutuhan perusahaanBersedia ditempatkan di Kantor Pusat PT. Rosalia Indah Transport, Palur, Karanganyar, Jawa Tengah ","{
  ""required_skills"": [
    ""Pengalaman kerja minimal 3 tahun"",
    ""Sertifikat Ahli K3 Umum (AK3U)"",
    ""Ms. Office"",
    ""Coreldraw"",
    ""Photoshop"",
    ""Visio"",
    ""Leadership"",
    ""Pendidikan D4 Keselamatan dan Kesehatan Kerja atau S1 Kesehatan Masyarakat"",
    ""Kesehatan jasmani dan rohani"",
    ""Jiwa leadership""
  ]
}"
"Financial Advisor - Dumai Pegawai (non-manajemen & non-supervisor) Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi) DESKRIPSI PEKERJAANFinancial Advisor (FA) adalah perencana keuangan nasabah. Dimana FA bertugas untuk merencanakan, dan memasarkan produk asuransi sesuai dengan kebutuhan nasabah. FA juga berperan dalam pelayanan klaim ataupun komplain asuransi dari nasabah AXA Mandiri. FA akan ditempatkan di cabang Bank Mandiri atau Bank Mandiri Syariah.Kualifikasi :Pendidikan minimal D3 dari semua jurusanMemiliki teknik komunikasi yang baikTertarik dalam bidang perbankan dan asuransiLulusan baru atau memiliki pengalaman kerja (minimal 2 tahun pada bidang Sales dari industri finansial atau minimal 3 tahun pada bidang Sales & Non Sales dari segala bidang industri)Bersedia ditempatkan diseluruh wilayah cabang Bank Mandiri BENEFIT New FA Fundamental TrainingTunjangan selama mengikuti pelatihanInsentif BulananKomisi yang menjanjikan dan tidak terbatasBonus KemitraanTunjangan KesehatanBPJS KetenagakerjaanKepemilikan tablet untuk FA (50%)Management Development Program untuk FA > 1 tahun yang memenuhi syarat perusahaan ","{
  ""required_skills"": [
    ""financial planning"",
    ""communication"",
    ""sales"",
    ""financial industry"",
    ""insurance"",
    ""customer service"",
    ""claim handling"",
    ""time management"",
    ""problem solving"",
    ""teamwork"",
    ""adaptability"",
    ""leadership"",
    ""decision making"",
    ""budgeting"",
    ""financial analysis"",
    ""marketing"",
    ""product knowledge"",
    ""negotiation"",
    ""public speaking"",
    ""writing"",
    ""data analysis"",
    ""software skills"",
    ""language skills""
  ]
}"
"Manager RND Manajer/Asisten Manajer Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Kasual (contoh: Kaos);BPJS Mengerti tentang formulasi bahan baku keramik termasuk dari pemilihan material, sumber material alternatif, dan cara pencampuran agar sesuai dengan parameter kualifikasi yang diinginkan,Mengembangkan produk baru dan proses produksi yang lebih baik.Melakukan riset produk dan riset pasar untuk keperluan R&D.Bertanggung jawab terhadap solusi dari keluhan dan tren keinginan konsumen.Bertanggung jawab untuk memastikan product launch tepat waktu.Mencari alternative supplier untuk bahan baku, bahan kemas dan bahan tambahan lainnya.Menghitung dan mengefisiensikan cost (COGS) produk baru maupun produk yang sudah ada. KUALIFIKASI:Usia maksimal 50 Tahun.Pendidikan Minimal DiplomaMempunyai pengalaman kerja sebagai Manager R & D di bidang Keramik dan closet minimal 3 Tahun.Memiliki kemampuan product development.Memiliki kemampuan & pengetahuan untuk menjalankan berbagai .analisa yang diperlukan.Memiliki kemampuan project management, Menguasai komputer dan aplikasi Microsoft Office (excel, Word, Powerpoint).Menguasai teknik analisa data statistikMengerti tentang sertifikasi ISO akan diprioritaskan.Jujur dan berdedikasi tinggi.Mampu bekerjasama dalam tim.Bersedia bekerja di daerah Tanjung Morawa, Kabupaten Deli Serdang, Sumatera UtaraCatatan: Memberikan jenjang karir yang menjanjikan serta promosi jika memiliki kemampuan berinovasi ","{
  ""required_skills"": [
    ""Manajemen R&D"",
    ""Formulasi bahan baku keramik"",
    ""Pengembangan produk baru"",
    ""Riset produk dan pasar"",
    ""Analisis tren keinginan konsumen"",
    ""Manajemen proyek"",
    ""Analisis data statistik"",
    ""Sertifikasi ISO"",
    ""Microsoft Office (Excel, Word, PowerPoint)"",
    ""Kemampuan berinovasi"",
    ""Kemampuan product development"",
    ""Kemampuan analisis yang diperlukan"",
    ""Kemampuan bekerja sama dalam tim"",
    ""Kemampuan menghitung dan mengefisiensikan cost""
  ]
}"
"Programmer MVC.Net - .Net Core Pegawai (non-manajemen & non-supervisor) Sertifikat Professional, D3 (Diploma), D4 (Diploma) Penuh Waktu Asuransi Gigi;Tip;Parkir;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi) Job Responsibilities :Develop and write computer softwareCollaborate with team members to determine best practices and client requirements for softwareProfessionally maintain all software and create updates regularly to address customer and company concernsAnalyze and test programs and products before the formal launchTroubleshoot coding problems quickly and efficiently to ensure a productive workplaceCustomize existing code to ensure efficiency and functionalityAccurately document programming and code changesRequirement :At least a Diploma in computer science, computer programming, or equivalent2+ years of experience in a software development roleEnd userorientedStrong attention to detail and ability to spot tiny errors or inconsistencies in codeMust have excellent creative problemsolving skillsExcellent communication skills and ability to work with a teamStrong knowledge in Software Development using C#, HTML5, CSS, JavaScript, ReactJSStrong knowledge in SQL Server TSQLUp to date on the latest software innovations and committed to continually building on existing knowledge and skillsExperiences in version control tools such as Git and TFS would be an advantage ","{
  ""required_skills"": [
    ""Software Development"",
    ""C#"",
    ""HTML5"",
    ""CSS"",
    ""JavaScript"",
    ""ReactJS"",
    ""SQL Server TSQL"",
    ""Version Control"",
    ""Git"",
    ""TFS"",
    ""Problem Solving"",
    ""Creative Problem Solving"",
    ""Communication"",
    ""Teamwork"",
    ""Attention to Detail"",
    ""Creativity"",
    ""Analytical Skills"",
    ""Time Management"",
    ""Adaptability"",
    ""Continuous Learning""
  ]
}"
"UI/UX Designer Pegawai (non-manajemen & non-supervisor) Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2) Penuh Waktu Asuransi Gigi;Tip;Asuransi kesehatan;Pinjaman;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos);Communication, Gas, Lunch, Transportation If you just click apply, you will not receive a response. You must follow the instructions below under 'how to apply' for our team to review and respond to your application. Complete and qualified applications receive a response within 24 hours.SUMMARY OF OPPORTUNITYPosition: UI/UX DesignerReports To: Head of Usability & DesignLocation: JakartaAs a UX & UI Designer for Deliveree, you will be defining, building, and in charge of all current and new experiences of our customer and driver partners across platforms, including the core booking and delivery experiences.Opportunity to work with really talented members across teams across 4 different countries.Culture of high performance, flexibility, and responsibility.Your views will be heard because we strongly believe that everybody plays a critical role.What will you do?Work closely with business and product teams and translate requirements to superior product design.Ability to successfully negotiate through a variety of requirements, from vague to well-defined, simple to complex.Use of judgment to suggest optimal solutions to design problems that balance user needs, business constraints, and technological realities.Develop the full stack of UX, UI deliverables, from personas & storyboards to information architecture & interaction design, from wireframes to UI designs.Approach all projects with empathy and emotional design principles.Using any means necessary to develop high and low fidelity wireframes, end-to-end flows and prototypes, key user tasks and use cases.Manage their own tasks and assist in team management (JIRA) to deliver designs on time.Work closely with the development and QC team to create and deliver quality UX-optimised products.The individual should be comfortable working with senior members of the management team and engineers.QUALIFICATIONSWorking knowledge in Sketch, Zeplin, prototyping platform of choice, Adobe Photoshop and Illustrator.Ideally a post-graduate design degree preferred in UX or UI design or cognitive science/human factors.2-4 years of UX & UI design experience is preferred. Fresh Graduates with training in related fields are welcome to apply.Portfolio is a must. Portfolio should showcase a good mix of web and mobile applications.Excellent strategic problem-solving and decision-making skills in the field of user experience and design.Ability to successfully manage several projects simultaneously.Effective in communication, presentations, and negotiations.We work hard but it shouldn’t feel that way.English skills TOEFL 500 or higherBENEFITSCompetitive monthly salaryFull private healthcare coverageAnnual paid leave13th-month bonusMobile phone allowanceFree meal programKost living sponsorshipIf this description excites you, please read our qualification requirements below and then follow the instructions carefully under HOW TO APPLY.HOW TO APPLYSubmit the below items via email to christine/at/deliveree/dot/com - If you submit all the required materials and your qualifications fit our search, you will hear back from us within 24 hours.Brief cover emailPDF resumeCompleted pre-interview formUniversity grades or transcriptPortfolio. Should showcase a good mix of web and mobile applications.Download Pre-Interview Form: https://dlvr.ee/3x4S6sE MORE ABOUT DELIVEREEhttps://www.deliveree.com CNN INTERVIEWhttps://youtu.be/2yvxncgonZE RECRUITMENT SITEhttps://www.deliveree.com/id/en/careers-home/ CAREERS BLOGhttps://www.deliveree.com/id/en/deliveree-career-karir-think-different/ HQ OFFICE TOURhttps://www.youtube.com/watch?v=giz5WrjkRO0 ","{
  ""required_skills"": [
    ""Sketch"",
    ""Zeplin"",
    ""Adobe Photoshop"",
    ""Adobe Illustrator"",
    ""Prototyping"",
    ""Communication"",
    ""Presentation"",
    ""Negotiation"",
    ""Strategic problem-solving"",
    ""Decision-making"",
    ""Project management"",
    ""English language (TOEFL 500 or higher)"",
    ""UI/UX design"",
    ""User experience"",
    ""Cognitive science"",
    ""Human factors"",
    ""Web design"",
    ""Mobile application design""
  ]
}"
"Manager Casemix Manajer/Asisten Manajer Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2) Kontrak Bisnis (contoh: Kemeja) Berusia maksimal 35 tahunPendidikan terakhir minimal S1 Profesi DokterPengalaman minimal 1 tahun di Rumah Sakit sebagai manager casemixMemiliki insiatif, cekatan, berkelakuan baik dan bertanggung jawabDapat berkomunikasi dengan baikBisa bekerja dibawah tekanan ","{
  ""required_skills"": [
    ""Manajemen"",
    ""Pengalaman kerja di Rumah Sakit"",
    ""Komunikasi efektif"",
    ""Kerja sama tim"",
    ""Pengambilan keputusan"",
    ""Kemampuan beradaptasi"",
    ""Kerja keras"",
    ""Pengelolaan stres""
  ]
}"
"Flutter Developer Programmer Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu nan Flutter Developer1. Menguasai SDK Flutter dan bahasa Dart1. Familiar dengan RESTful APIs2. Pernah mempublish aplikasi pada Playstore atau Appstore merupakan nilai plus3. Familiar dengan Clean Architecture atau Domain Driven Design merupakan nilai plus4. Bisa menggunakan Version Control Git# Paham php dan web development# Memiliki Team work effort# Kami memberikan benefit saham (esop) di perusahaan kami untuk kandidat yang tepat# Memiliki integritas kerja dan etos yang baik# Harus bersedia di tempatkan di Medan# Bersedia belajar di start up kami yang unik dan energetic# UI/UX experiences ","{
  ""required_skills"": [
    ""Menguasai SDK Flutter dan bahasa Dart"",
    ""Familiar dengan RESTful APIs"",
    ""Paham php dan web development"",
    ""Memiliki Team work effort"",
    ""Memiliki integritas kerja dan etos yang baik"",
    ""Bersedia di tempatkan di Medan"",
    ""Bersedia belajar di start up kami yang unik dan energetic"",
    ""UI/UX experiences""
  ]
}"
"Workshop Staff (CNC Machinist) Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma) Penuh Waktu Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);Life Insurance, Health Insurance Menghadiri pertemuan Process Improvement DialoguesMelaksanakan pekerjaan pengelasan sesuai prosedur perusahaan dengan prioritas keselamatanMemastikan semua peralatan dan perkakas dalam kondisi baik serta siap digunakan (ready to use)Memastikan semua komponen yang telah dipakai dalam kondisi baikMelakukan 100% Visual Testing dari hasil pekerjaan sendiriMencapai target 100% yang ditugaskan dengan kualitas yang baik sesuai standard perusahaanMelakukan 3S dan continuous improvement di area masing-masingMembuat laporan yang diperlukan untuk atasanMelakukan tugas lain yang diberikan oleh atasanKualifikasi:Pendidikan minimal SMK / D3 PemesinanUsia maksimal 32 tahunBerpengalaman selama minimal 3 tahun mengoperasikan mesin miling manual, CNC miling, router, bubut manual dan CNC bubutMampu menggunakan software CAD/CAMBerpengalaman menangani molding menjadi nilai plusMemiliki tubuh yang sehat dan kuatPribadi yang mau belajar (melanjutkan study) ","{
  ""required_skills"": [
    ""CNC miling"",
    ""router"",
    ""bubut manual"",
    ""bubut CNC"",
    ""mengoperasikan mesin miling manual"",
    ""software CAD/CAM"",
    ""pemeliharaan peralatan"",
    ""visual testing"",
    ""quality control"",
    ""3S dan continuous improvement"",
    ""pembuatan laporan"",
    ""keterampilan berbahasa (tidak spesifik)"",
    ""pengelolaan waktu dan prioritas"",
    ""keterampilan komunikasi"",
    ""keterampilan kerja sama""
  ]
}"
"Senior Set and Stage Designer - Bandung Pegawai (non-manajemen & non-supervisor) Sarjana (S1) Penuh Waktu Asuransi kesehatan;Pinjaman;Parkir;Kasual (contoh: Kaos);Meal;Flexible Working Hour APPLICANTS MUST ATTACH YOUR PORTFOLIO FILE / LINK !  What we offer :Competitive SalaryFlexible working hours ( manage your own time )Health InsuranceBPJSTK & BPJS KesehatanCozy officeCasual attireUnforgetable lifetime experience!Responsibilities :Concept, create, and craft sets to be used on Virtual/ Real Stage, Booth and theatrical productions.Sketch out set plans, using hand-rendering or computer software.Complete design ideas and prepare sketches, illustrations, and detailed drawings of sets & stage, or graphics and animation.Oversee building of set, working alongside construction workers and assistants.Research architectural styles and previous sets for inspiration.Select the furniture, wall coverings, floor coverings, and large props to be used in set for offline event.Capture time period and mood with adequate props and lighting.Produce scale models for Art director to approve.Make changes to set as necessary.Provide estimations on how much set will cost to build.Help builders adhere to budget.Analyze stage entrances and exits to ensure set is situated properly.Demonstrate set abilities to crew members, including talent.Ensure stage is properly broken down and disposed of after use.Job Requirements :Candidate must possess at least Bachelor's Degree in Design Interior / Architecture or equivalents.Minimum has two years of working experience in related fieldcreative thinking and confidence to used it. Strong practical skills like drawing and 3D model making with Adobe Photoshop, Autocad, and Corel DrawProficient in Skechup, Enscape & Vray is mustexcellent attention to detailHave good skill and interpretation to deliver message from Client's Brief to KEY VISUALthe ability to work under pressure and meet deadlinesExcellent written and verbal communication skills to share and present ideas internally and externallyEvent Organizer or Agency experiences is a plusWillingness to work long hours and weekendsTravel often requiredWilling to work hard and fast learning in a working enviroment that is constantly changing and the need for speedPlease note that this role is located in Bandung - Jawa Barat Office ","{
  ""required_skills"": [
    ""Bachelor's Degree in Design Interior / Architecture or equivalents"",
    ""Creative thinking and confidence to use it"",
    ""Strong practical skills like drawing and 3D model making"",
    ""Proficiency in Adobe Photoshop, Autocad, and Corel Draw"",
    ""Proficiency in Sketchup, Enscape & Vray"",
    ""Excellent attention to detail"",
    ""Good skill and interpretation to deliver message from Client's Brief to KEY VISUAL"",
    ""Ability to work under pressure and meet deadlines"",
    ""Excellent written and verbal communication skills"",
    ""Event Organizer or Agency experiences"",
    ""Willingness to work long hours and weekends"",
    ""Ability to travel often required"",
    ""Ability to work hard and fast learning in a constantly changing environment""
  ]
}"
"Area Sales Supervisor (ASS) Bangka Supervisor/Koordinator Tidak terspesifikasi Penuh Waktu Asuransi kesehatan;Kasual (contoh: Kaos) Minimal D3 segala jurusan.Diutamakan berdomisili di kota Bangka, Pangkal Pinang, Kepulauan Bangka Belitung.Umur maximal 35 tahun.Paham dan menguasai area Bangka Belitung beserta outlet2nya, baik outlet modern (MT) maupun outlet tradisional (GT).Bisa komputer dan pengolahan data.Bertanggungjawab dan bisa bekerjasama dalam team.PT.Zensei Indonesia tidak pernah memungut apapun dalam proses rekrutmen.PT.Zensei Indonesia tidak pernah bekerjasama dengan travel / biro perjalanan tertentu dalam proses rekrutmen.Apabila Anda diminta untuk membayar sejumlah uang dalam bentuk bentuk pembayaran tiket pesawat dan hotel atau akomodasi lainnya agar diabaikan.Jika membutuhkan klarifikasi lebih lanjut dapat menghubungi HRD PT.Zensei Indonesia (031-7506000).Hasil seleksi rekrutmen sepenuhnya merupakan keputusan mutlak PT.Zensei Indonesia dan tidak dapat diganggu gugat. ","{
  ""required_skills"": [
    ""Pengolahan data"",
    ""Komputer"",
    ""Bertanggungjawab"",
    ""Bekerja sama dalam team"",
    ""Paham area Bangka Belitung"",
    ""Menguasai outlet2 di Bangka Belitung"",
    ""Minimal D3 segala jurusan""
  ]
}"
